epoch,step,loss,nll_heldin,nll_heldout,smth_nll_heldin,smth_nll_heldout,wt_kl,wt_co_kl,wt_ic_kl,wt_l2,gnorm,lr,kl_wt,l2_wt,val_loss,val_nll_heldin,val_nll_heldout,smth_val_nll_heldin,smth_val_nll_heldout,val_wt_kl,val_wt_co_kl,val_wt_ic_kl,val_wt_l2
78,78,0.08708297,0.08552631,nan,0.08554213,nan,0.0016155586,0.0015713922,4.416651e-05,9.699414e-07,0.0032815656,0.01,0.962963,0.962963,0.085131645,0.08357016,nan,0.0836637,nan,0.0016205745,0.001575298,4.5276476e-05,9.699221e-07
79,79,0.087583065,0.08598869,nan,0.085854724,nan,0.0016337646,0.0015911463,4.2618205e-05,9.699221e-07,0.0026328908,0.01,0.97530866,0.97530866,0.08507995,0.08349696,nan,0.08354698,nan,0.0016221033,0.0015789683,4.313499e-05,9.699916e-07
80,80,0.08681866,0.08522549,nan,0.08541426,nan,0.0016121042,0.0015717922,4.0312043e-05,9.699916e-07,0.0018527351,0.01,0.9876543,0.9876543,0.08509743,0.08348781,nan,0.08350556,nan,0.0016287701,0.0015866131,4.2157015e-05,9.701545e-07
81,81,0.086911544,0.08529301,nan,0.08532938,nan,0.0016175639,0.0015770335,4.0530307e-05,9.701545e-07,0.0024259135,0.01,1.0,1.0,0.08487217,0.08325495,nan,0.08333013,nan,0.001616254,0.0015729757,4.3278345e-05,9.702386e-07
82,82,0.08600082,0.08437797,nan,0.08466339,nan,0.0016218907,0.0015809669,4.092387e-05,9.702386e-07,0.00249506,0.01,1.0,1.0,0.08486417,0.08324041,nan,0.08326733,nan,0.0016227858,0.0015798184,4.2967426e-05,9.704048e-07
83,83,0.08609025,0.084496506,nan,0.08454657,nan,0.0015927744,0.0015517479,4.102652e-05,9.704048e-07,0.0014759827,0.01,1.0,1.0,0.084786735,0.083162405,nan,0.08319388,nan,0.001623359,0.0015827377,4.062139e-05,9.705241e-07
84,84,0.08633321,0.08471942,nan,0.08466756,nan,0.0016128207,0.0015741722,3.8648534e-05,9.705241e-07,0.0017075116,0.01,1.0,1.0,0.08474572,0.083133705,nan,0.08315176,nan,0.0016110495,0.0015728581,3.8191432e-05,9.705775e-07
85,85,0.08645263,0.08484958,nan,0.084794976,nan,0.0016020823,0.0015655813,3.6501027e-05,9.705775e-07,0.003224377,0.01,1.0,1.0,0.08453469,0.08294198,nan,0.083004914,nan,0.0015917438,0.001552894,3.88498e-05,9.705242e-07
86,86,0.08545804,0.08384923,nan,0.084132954,nan,0.0016078433,0.0015704836,3.7359754e-05,9.705242e-07,0.0044026882,0.01,1.0,1.0,0.08453839,0.08295386,nan,0.08296918,nan,0.0015835625,0.0015418213,4.174114e-05,9.706629e-07
87,87,0.08536575,0.0837639,nan,0.08387461,nan,0.0016008865,0.0015613416,3.9544866e-05,9.706629e-07,0.0021682912,0.01,1.0,1.0,0.08457685,0.08299529,nan,0.08298746,nan,0.0015805943,0.0015365026,4.4091696e-05,9.70837e-07
88,88,0.086415626,0.08481167,nan,0.084530555,nan,0.0016029839,0.0015608884,4.209553e-05,9.70837e-07,0.005037933,0.01,1.0,1.0,0.084535636,0.082948305,nan,0.082960054,nan,0.0015863657,0.0015445193,4.184639e-05,9.708748e-07
89,89,0.08576397,0.08417104,nan,0.0842789,nan,0.0015919594,0.0015521157,3.9843686e-05,9.708748e-07,0.01079495,0.01,1.0,1.0,0.08479739,0.083218545,nan,0.083141,nan,0.0015778779,0.00153663,4.1247935e-05,9.712779e-07
90,90,0.0862947,0.08470287,nan,0.08457568,nan,0.001590862,0.0015509757,3.9886323e-05,9.712779e-07,0.009309523,0.01,1.0,1.0,0.08420132,0.08262139,nan,0.08277727,nan,0.0015789607,0.0015396196,3.9341034e-05,9.713149e-07
91,91,0.08556052,0.083970785,nan,0.08415225,nan,0.0015887672,0.0015515811,3.7186106e-05,9.713149e-07,0.0025799398,0.01,1.0,1.0,0.08432386,0.08273677,nan,0.08274892,nan,0.0015861249,0.0015487663,3.7358608e-05,9.712666e-07
92,92,0.08571512,0.08412133,nan,0.08413061,nan,0.0015928259,0.0015566405,3.618532e-05,9.712666e-07,0.01063277,0.01,1.0,1.0,0.08429221,0.08269684,nan,0.082712464,nan,0.0015943986,0.0015562578,3.8140806e-05,9.715225e-07
93,93,0.08562348,0.08403983,nan,0.08406706,nan,0.0015826847,0.001546168,3.651674e-05,9.715225e-07,0.00572659,0.01,1.0,1.0,0.08416544,0.08260931,nan,0.08264026,nan,0.0015551613,0.0015163311,3.8830196e-05,9.716111e-07
94,94,0.08610445,0.084535584,nan,0.08439503,nan,0.0015679024,0.001530468,3.7434438e-05,9.716111e-07,0.0059709833,0.01,1.0,1.0,0.08397712,0.082400076,nan,0.08247213,nan,0.0015760761,0.0015363337,3.9742445e-05,9.715346e-07
