epoch,step,loss,nll_heldin,nll_heldout,smth_nll_heldin,smth_nll_heldout,wt_kl,wt_co_kl,wt_ic_kl,wt_l2,gnorm,lr,kl_wt,l2_wt,val_loss,val_nll_heldin,val_nll_heldout,smth_val_nll_heldin,smth_val_nll_heldout,val_wt_kl,val_wt_co_kl,val_wt_ic_kl,val_wt_l2
80,80,0.095893085,0.08631437,nan,0.08651404,nan,0.009697497,0.008938059,0.00075943756,9.4749765e-07,0.047623545,0.01,0.9876543,0.9876543,0.094593205,0.085371494,nan,0.08562618,nan,0.009336032,0.008752727,0.00058330485,9.4781115e-07
81,81,0.09477212,0.08531583,nan,0.08567529,nan,0.009455343,0.008872426,0.00058291707,9.4781115e-07,0.01598399,0.01,1.0,1.0,0.0955845,0.08630429,nan,0.08610086,nan,0.009279261,0.008849234,0.00043002688,9.481378e-07
82,82,0.09658637,0.087295696,nan,0.086809576,nan,0.0092897285,0.008860055,0.0004296736,9.481378e-07,0.07641411,0.01,1.0,1.0,0.09532521,0.08608033,nan,0.08608649,nan,0.009243935,0.008900456,0.00034347916,9.484867e-07
83,83,0.09593466,0.086707436,nan,0.08673808,nan,0.009226279,0.008883141,0.00034313847,9.484867e-07,0.060962334,0.01,1.0,1.0,0.09414201,0.084988736,nan,0.08531806,nan,0.009152333,0.008828907,0.00032342607,9.4881347e-07
84,84,0.09442018,0.08526063,nan,0.085703865,nan,0.009158606,0.008835468,0.00032313724,9.4881347e-07,0.026334148,0.01,1.0,1.0,0.09484472,0.08574229,nan,0.08561502,nan,0.0091014905,0.008753655,0.00034783632,9.49129e-07
85,85,0.09505412,0.08593929,nan,0.085868664,nan,0.0091138845,0.008766213,0.0003476714,9.49129e-07,0.07366635,0.01,1.0,1.0,0.093722165,0.084596656,nan,0.08490217,nan,0.009124558,0.008721826,0.00040273293,9.494785e-07
86,86,0.09386781,0.0847738,nan,0.08510226,nan,0.009093059,0.008690229,0.00040283074,9.494785e-07,0.02688845,0.01,1.0,1.0,0.09407086,0.084863156,nan,0.08487486,nan,0.009206754,0.008752078,0.00045467663,9.498033e-07
87,87,0.094817586,0.08567272,nan,0.08550158,nan,0.00914392,0.00868932,0.0004545999,9.498033e-07,0.044347394,0.01,1.0,1.0,0.093172655,0.084151424,nan,0.08436845,nan,0.009020278,0.008527507,0.0004927709,9.500879e-07
88,88,0.09319222,0.0840323,nan,0.08447308,nan,0.009158969,0.0086662,0.0004927689,9.500879e-07,0.023946386,0.01,1.0,1.0,0.09345878,0.08425977,nan,0.084292375,nan,0.009198055,0.00868598,0.0005120746,9.504322e-07
89,89,0.0932859,0.08411465,nan,0.084222175,nan,0.009170301,0.008658313,0.00051198783,9.504322e-07,0.039849635,0.01,1.0,1.0,0.093256086,0.08406485,nan,0.0841331,nan,0.0091902865,0.008680393,0.0005098934,9.5087e-07
90,90,0.093762256,0.08460379,nan,0.0844893,nan,0.009157516,0.008647935,0.00050958083,9.5087e-07,0.030287242,0.01,1.0,1.0,0.0928674,0.08376201,nan,0.08387334,nan,0.00910443,0.008618418,0.00048601176,9.512568e-07
91,91,0.09244721,0.08334799,nan,0.08369038,nan,0.00909826,0.008612292,0.00048596808,9.512568e-07,0.024453877,0.01,1.0,1.0,0.092616424,0.083762206,nan,0.08379555,nan,0.008853267,0.00840791,0.00044535616,9.5159265e-07
92,92,0.093645215,0.08463976,nan,0.084354945,nan,0.0090045,0.008559403,0.00044509684,9.5159265e-07,0.042336803,0.01,1.0,1.0,0.09207729,0.08315019,nan,0.0833438,nan,0.008926144,0.008531781,0.00039436267,9.520303e-07
93,93,0.09325567,0.08430342,nan,0.084318876,nan,0.008951299,0.008556902,0.00039439616,9.520303e-07,0.008989548,0.01,1.0,1.0,0.09218672,0.08329084,nan,0.08330672,nan,0.008894928,0.008556144,0.0003387836,9.5243104e-07
