epoch,step,loss,nll_heldin,nll_heldout,smth_nll_heldin,smth_nll_heldout,wt_kl,wt_co_kl,wt_ic_kl,wt_l2,gnorm,lr,kl_wt,l2_wt,val_loss,val_nll_heldin,val_nll_heldout,smth_val_nll_heldin,smth_val_nll_heldout,val_wt_kl,val_wt_co_kl,val_wt_ic_kl,val_wt_l2,MODEL.ALIGN_MODE,MODEL.CD_PASS_RATE,MODEL.CD_RATE,MODEL.CELL_CLIP,MODEL.CI_ENC_DIM,MODEL.CI_LAG,MODEL.CON_DIM,MODEL.CO_AUTOREG_PRIOR,MODEL.CO_DIM,MODEL.CO_PRIOR_NVAR,MODEL.CO_PRIOR_TAU,MODEL.CS_DIM,MODEL.DATA_DIM,MODEL.DROPOUT_RATE,MODEL.EXT_INPUT_DIM,MODEL.FAC_DIM,MODEL.FP_LEN,MODEL.GEN_DIM,MODEL.IC_DIM,MODEL.IC_ENC_DIM,MODEL.IC_ENC_SEQ_LEN,MODEL.IC_POST_VAR_MIN,MODEL.IC_PRIOR_VAR,MODEL.READIN_DIM,MODEL.SAMPLE_POSTERIORS,MODEL.SEQ_LEN,MODEL.SV_RATE,MODEL.SV_SEED,SEED,TRAIN.ADAM_EPSILON,TRAIN.BATCH_SIZE,TRAIN.DATA.DIR,TRAIN.DATA.PREFIX,TRAIN.EAGER_MODE,TRAIN.ENCODERS_ONLY,TRAIN.KL.CO_WEIGHT,TRAIN.KL.IC_WEIGHT,TRAIN.KL.INCREASE_EPOCH,TRAIN.KL.START_EPOCH,TRAIN.L2.CI_ENC_SCALE,TRAIN.L2.CON_SCALE,TRAIN.L2.GEN_SCALE,TRAIN.L2.IC_ENC_SCALE,TRAIN.L2.INCREASE_EPOCH,TRAIN.L2.READIN_SCALE,TRAIN.L2.START_EPOCH,TRAIN.LOG_HPS,TRAIN.LOSS_SCALE,TRAIN.LR.DECAY,TRAIN.LR.INIT,TRAIN.LR.PATIENCE,TRAIN.LR.STOP,TRAIN.MAX_EPOCHS,TRAIN.MAX_GRAD_NORM,TRAIN.MODEL_DIR,TRAIN.NLL_MEAN,TRAIN.OVERWRITE,TRAIN.PATIENCE,TRAIN.PBT_MODE,TRAIN.TUNE_MODE,TRAIN.USE_TB
68,272,0.28781188,0.28690177,nan,0.28688896,nan,0.00074672827,0.0005855207,0.00016120754,0.0003373494,130.27846,0.004,0.83950615,0.83950615,0.28328604,0.2824909,nan,0.28256083,nan,0.00061472994,0.0005713229,4.3407e-05,0.0003324332,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
69,276,0.2876279,0.2867211,nan,0.28677148,nan,0.0007349469,0.0005793645,0.0001555824,0.0003295609,122.86251,0.004,0.8518519,0.8518519,0.2833672,0.28257218,nan,0.28256878,nan,0.0006082435,0.000589616,1.8627481e-05,0.00032499724,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
70,280,0.28764978,0.28671122,nan,0.2867293,nan,0.0007639111,0.0005861579,0.00017775325,0.00032215563,119.82736,0.004,0.86419755,0.86419755,0.2833406,0.28254896,nan,0.28255492,nan,0.00059855595,0.0005784255,2.0130501e-05,0.00031748004,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
71,284,0.28730035,0.2863961,nan,0.28649604,nan,0.0007167448,0.00057902426,0.00013772056,0.00031483144,88.27803,0.004,0.8765432,0.8765432,0.2831871,0.28239357,nan,0.28244197,nan,0.0005950002,0.00057935534,1.5644884e-05,0.00031027955,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
72,288,0.2874148,0.2864812,nan,0.28648564,nan,0.00074253645,0.00058271975,0.0001598167,0.0003077399,101.51062,0.004,0.8888889,0.8888889,0.283108,0.2823112,nan,0.28235042,nan,0.0005930711,0.0005775529,1.55182e-05,0.0003033331,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
73,292,0.28731483,0.2863631,nan,0.28639987,nan,0.00075524097,0.0005782383,0.00017700266,0.0003008089,81.15444,0.004,0.90123457,0.90123457,0.28317,0.28234342,nan,0.28234553,nan,0.00062043575,0.00058072526,3.9710492e-05,0.00029675695,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
74,296,0.28728932,0.28634024,nan,0.28635812,nan,0.0007444442,0.00057947746,0.00016496677,0.0002943774,88.33759,0.004,0.91358024,0.91358024,0.28317797,0.28229174,nan,0.28230786,nan,0.00067970576,0.0005797942,9.991151e-05,0.00029036307,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
75,300,0.28723234,0.28630257,nan,0.28631923,nan,0.00071598217,0.00057491,0.00014107216,0.0002881482,105.304306,0.004,0.9259259,0.9259259,0.2830098,0.28219038,nan,0.28222564,nan,0.0006005739,0.0005582522,4.232169e-05,0.00028439958,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
76,304,0.28707922,0.28614703,nan,0.28619868,nan,0.0007114811,0.0005782229,0.00013325815,0.00028205928,100.92059,0.004,0.9382716,0.9382716,0.2830221,0.28220436,nan,0.28221074,nan,0.00059313525,0.00058262714,1.0508142e-05,0.00027839548,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
77,308,0.287033,0.2860987,nan,0.2861287,nan,0.0007066423,0.00057420216,0.00013244004,0.00027621438,96.79532,0.004,0.9506173,0.9506173,0.2830416,0.28221914,nan,0.2822166,nan,0.0005925567,0.00057961396,1.294277e-05,0.00027262987,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
78,312,0.28706294,0.28611976,nan,0.28612244,nan,0.0007088368,0.00056972203,0.00013911472,0.00027063658,107.35539,0.004,0.962963,0.962963,0.28300846,0.28219047,nan,0.2821983,nan,0.0005822724,0.00056535064,1.692181e-05,0.000267176,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
79,316,0.2868583,0.28592846,nan,0.28598666,nan,0.0006883933,0.0005654086,0.00012298467,0.00026496605,95.84375,0.004,0.97530866,0.97530866,0.2830354,0.28219837,nan,0.28219834,nan,0.0005967126,0.00056830625,2.8406299e-05,0.00026149905,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
80,320,0.28708202,0.28612396,nan,0.28608277,nan,0.0007105841,0.0005741519,0.0001364321,0.0002594764,135.04291,0.004,0.9876543,0.9876543,0.2827022,0.28187394,nan,0.28197128,nan,0.00058228004,0.0005706837,1.1596338e-05,0.00025633845,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
81,324,0.2869757,0.28602922,nan,0.28604528,nan,0.00069199555,0.0005696293,0.00012236625,0.00025448954,136.64787,0.004,1.0,1.0,0.28302956,0.28219327,nan,0.28212667,nan,0.00058492494,0.0005709625,1.3962436e-05,0.00025133864,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
82,328,0.28699765,0.28605518,nan,0.2860522,nan,0.00069284916,0.0005694999,0.00012334921,0.00024963068,133.81058,0.004,1.0,1.0,0.282764,0.28193653,nan,0.28199357,nan,0.0005806855,0.00056676485,1.3920632e-05,0.00024677478,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
83,332,0.28676075,0.28581476,nan,0.285886,nan,0.0007011243,0.0005683901,0.00013273416,0.00024488856,140.3794,0.004,1.0,1.0,0.28299582,0.28217244,nan,0.28211877,nan,0.0005815728,0.0005645294,1.7043447e-05,0.0002418243,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
84,336,0.28675583,0.2858113,nan,0.28583372,nan,0.00070428266,0.0005728338,0.00013144885,0.00024024249,99.1068,0.004,1.0,1.0,0.28295988,0.28214973,nan,0.28214043,nan,0.0005725619,0.00055717054,1.539137e-05,0.00023758461,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
85,340,0.28668666,0.2857468,nan,0.2857729,nan,0.0007038,0.00056802464,0.00013577534,0.00023604823,82.331604,0.004,1.0,1.0,0.28263724,0.28179,nan,0.28189513,nan,0.0006137098,0.0005686553,4.5054494e-05,0.00023353263,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
86,344,0.28665107,0.28572655,nan,0.28574044,nan,0.00069239753,0.00056256144,0.00012983607,0.00023210677,87.9441,0.004,1.0,1.0,0.28261262,0.28177002,nan,0.28180754,nan,0.00061285397,0.00056966685,4.3187112e-05,0.0002297357,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
87,348,0.28667116,0.2857356,nan,0.28573707,nan,0.00070715015,0.0005718976,0.00013525256,0.00022838803,98.41287,0.004,1.0,1.0,0.28274912,0.2819563,nan,0.28191167,nan,0.0005668915,0.00055113103,1.5760483e-05,0.00022592612,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
88,352,0.2865951,0.2856679,nan,0.28568864,nan,0.0007025564,0.0005669076,0.00013564879,0.00022462243,97.09556,0.004,1.0,1.0,0.2826717,0.2818685,nan,0.28188145,nan,0.000580669,0.00056681834,1.3850603e-05,0.0002225344,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
89,356,0.28657213,0.28566024,nan,0.28566876,nan,0.000690661,0.0005727919,0.00011786917,0.00022122069,130.90805,0.004,1.0,1.0,0.28263283,0.281788,nan,0.28181604,nan,0.0006258973,0.0005726695,5.3227795e-05,0.00021892076,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
90,360,0.28641725,0.28551793,nan,0.28556317,nan,0.0006815217,0.00056318595,0.00011833573,0.00021778497,108.08705,0.004,1.0,1.0,0.2825296,0.28173843,nan,0.2817617,nan,0.0005754674,0.0005566228,1.884462e-05,0.00021571139,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
91,364,0.28627673,0.285394,nan,0.28544477,nan,0.0006682136,0.0005632967,0.00010491688,0.0002144998,95.88367,0.004,1.0,1.0,0.28241423,0.2816223,nan,0.2816641,nan,0.00057934783,0.000562366,1.698184e-05,0.00021257324,False,0.0,0.5,5.0,80,1,80,True,4,0.1,10.0,40,162,0.3383950358065931,0,40,10,100,100,100,0,0.0001,0.1,-1,True,45,0.0,0,100,1e-08,100,"/snel/home/fpei/lvm/data/lfads_input/","mc_maze_large_20_train_",False,False,9.228622809091774e-06,0.0002572200471217501,80,0,0.0,0.7280567315349192,0.025807523655829407,0.0,80,0.005,0,True,10000.0,1.0,0.004,0,1e-10,10000,200.0,"/snel/home/fpei/lvm/autolfads/runs/mc_maze_large_20_long/tuneLFADS_1_MODEL.CD_RATE=0.5,MODEL.DROPOUT_RATE=0.3384,TRAIN.KL.CO_WEIGHT=9.2286e-06,TRAIN.KL.IC_WEIGHT=0.00025722,TRAIN.L2.CON_S_2021-08-07_01-56-29lhh1y7h9/model_dir",True,True,5000,True,True,False
